date,state,county,zip,agency,agency_id,ori,type,population_policed,operating_budget,agency_type
2025-06-20 am,FLORIDA,NA,32174,ormond beach police,636932,FL0640400,Task Force Model,43475,8300000,(003) Local Police
2025-06-20 am,FLORIDA,Osceola County,34744,osceola county corrections,636933,FL0490000,Warrant Service Officer,367990,73143736,(001) Sheriff
2025-06-20 am,FLORIDA,Osceola County,NA,osceola county sheriff,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,32765,oviedo police,636934,FL0590400,Task Force Model,41557,7841572,(003) Local Police
2025-06-20 am,FLORIDA,Palm Beach County,33406,palm beach county sheriff,636939,FL0500000,Task Force Model,1485941,634269823,(001) Sheriff
2025-06-20 am,FLORIDA,Palm Beach County,33406,palm beach county sheriff,636939,FL0500000,Warrant Service Officer,1485941,634269823,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33410,palm beach gardens police,636940,FL0502600,Task Force Model,56284,24868178,(003) Local Police
2025-06-20 am,FLORIDA,NA,NA,palm springs police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,32413,panama city beach police,636946,FL0030600,Task Force Model,13065,8100000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32405,panama city police,636947,FL0030100,Task Force Model,36908,12035986,(003) Local Police
2025-06-20 am,FLORIDA,Pasco County,NA,pasco county board of county commissioners,NA,NA,Warrant Service Officer,NA,NA,NA
2025-06-20 am,FLORIDA,Pasco County,34654,pasco county sheriff,636949,FL0510000,Task Force Model,539630,132900000,(001) Sheriff
2025-06-20 am,FLORIDA,NA,NA,pembroke park police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,33024,pembroke pines police,636950,FL0060800,Task Force Model,172374,63464983,(003) Local Police
2025-06-20 am,FLORIDA,NA,32501,pensacola police,636951,FL0170100,Task Force Model,52713,22899000,(003) Local Police
2025-06-20 am,FLORIDA,Pinellas County,33779,pinellas county sheriff,636956,FL0520000,Task Force Model,975280,278939575,(001) Sheriff
2025-06-20 am,FLORIDA,Pinellas County,33779,pinellas county sheriff,636956,FL0520000,Warrant Service Officer,975280,278939575,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33781,pinellas park police,636957,FL0521100,Task Force Model,53098,15642131,(003) Local Police
2025-06-20 am,FLORIDA,Polk County,33880,polk county sheriff,636960,FL0530000,Task Force Model,708009,158463815,(001) Sheriff
2025-06-20 am,FLORIDA,Polk County,33880,polk county sheriff,636960,FL0530000,Warrant Service Officer,708009,158463815,(001) Sheriff
2025-06-20 am,FLORIDA,NA,32127,ponce inlet police,636961,FL0641400,Task Force Model,3282,1541055,(003) Local Police
2025-06-20 am,FLORIDA,NA,32129,port orange police,636962,FL0641200,Task Force Model,64252,12940639,(003) Local Police
2025-06-20 am,FLORIDA,NA,33950,punta gorda police,636966,FL0080200,Task Force Model,20057,5900000,(003) Local Police
2025-06-20 am,FLORIDA,Putnam County,32178,putnam county sheriff,636967,FL0540000,Task Force Model,74163,22024458,(001) Sheriff
2025-06-20 am,FLORIDA,Putnam County,32178,putnam county sheriff,636967,FL0540000,Warrant Service Officer,74163,22024458,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33404,riviera beach police,636969,FL0500700,Task Force Model,34834,18228975,(003) Local Police
2025-06-20 am,FLORIDA,NA,32955,rockledge police,636970,FL0050900,Task Force Model,27715,5888516,(003) Local Police
2025-06-20 am,FLORIDA,NA,NA,sanford airport police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,32771,sanford police,636980,FL0590500,Task Force Model,60035,15734704,(003) Local Police
2025-06-20 am,FLORIDA,NA,33957,sanibel police,636981,FL0360300,Task Force Model,7402,5000000,(003) Local Police
2025-06-20 am,FLORIDA,Santa Rosa County,32572,santa rosa county sheriff,636983,FL0570000,Task Force Model,179349,40115031,(001) Sheriff
2025-06-20 am,FLORIDA,Santa Rosa County,32572,santa rosa county sheriff,636983,FL0570000,Warrant Service Officer,179349,40115031,(001) Sheriff
2025-06-20 am,FLORIDA,Sarasota County,34237,sarasota county sheriff,636984,FL0580000,Task Force Model,426718,117510179,(001) Sheriff
2025-06-20 am,FLORIDA,Sarasota County,34237,sarasota county sheriff,636984,FL0580000,Warrant Service Officer,426718,117510179,(001) Sheriff
2025-06-20 am,FLORIDA,NA,34243,sarasota manatee airport authority police,636985,FL0580600,Task Force Model,NA,58350,(631) Airports
2025-06-20 am,FLORIDA,NA,34237,sarasota police,636986,FL0580100,Task Force Model,57738,34000000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32937,satellite beach police,636988,FL0051000,Task Force Model,11088,2200000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32958,sebastian police,636990,FL0310200,Task Force Model,25719,4372148,(003) Local Police
2025-06-20 am,FLORIDA,Seminole County,32773,seminole county sheriff,636992,FL0590000,Task Force Model,467832,140035080,(001) Sheriff
2025-06-20 am,FLORIDA,Seminole County,32773,seminole county sheriff,636992,FL0590000,Warrant Service Officer,467832,140035080,(001) Sheriff
2025-06-20 am,FLORIDA,NA,34996,sewall point police,636994,FL0430300,Task Force Model,2216,942099,(003) Local Police
2025-06-20 am,FLORIDA,NA,32121,south daytona police,636997,FL0641300,Task Force Model,13054,2988645,(003) Local Police
2025-06-20 am,FLORIDA,NA,32401,springfield police,637000,FL0030500,Task Force Model,9452,2181855,(003) Local Police
2025-06-20 am,FLORIDA,NA,32080,st augustine beach police,636972,FL0550200,Task Force Model,7026,2374543,(003) Local Police
2025-06-20 am,FLORIDA,NA,32085,st augustine police,636973,FL0550100,Task Force Model,14576,6700000,(003) Local Police
2025-06-20 am,FLORIDA,NA,34769,st cloud police,636974,FL0490100,Task Force Model,54115,14100537,(003) Local Police
2025-06-20 am,FLORIDA,St. Johns County,32084,st johns county sheriff,636975,FL0550000,Task Force Model,254261,71838132,(001) Sheriff
2025-06-20 am,FLORIDA,St. Johns County,32084,st johns county sheriff,636975,FL0550000,Warrant Service Officer,254261,71838132,(001) Sheriff
2025-06-20 am,FLORIDA,St. Lucie County,34981,st lucie county sheriff,636976,FL0560000,Task Force Model,321128,83000000,(001) Sheriff
2025-06-20 am,FLORIDA,St. Lucie County,34981,st lucie county sheriff,636976,FL0560000,Warrant Service Officer,321128,83000000,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33705,st petersburg police,636978,FL0521400,Task Force Model,265098,109000000,(003) Local Police
2025-06-20 am,FLORIDA,NA,34994,stuart police,637002,FL0430100,Task Force Model,16293,7178440,(003) Local Police
2025-06-20 am,FLORIDA,Sumter County,33513,sumter county sheriff,637003,FL0600000,Task Force Model,128754,2862140,(001) Sheriff
2025-06-20 am,FLORIDA,Sumter County,33513,sumter county sheriff,637003,FL0600000,Warrant Service Officer,128754,2862140,(001) Sheriff
2025-06-20 am,FLORIDA,NA,NA,sunny isles police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,Suwannee County,32064,suwannee county sheriff,637008,FL0610000,Task Force Model,44191,9467822,(001) Sheriff
2025-06-20 am,FLORIDA,Suwannee County,32064,suwannee county sheriff,637008,FL0610000,Warrant Service Officer,44191,9467822,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33174,sweetwater police,637009,FL0132900,Task Force Model,21543,12000000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32303,tallahassee police,637011,FL0370300,Task Force Model,193551,57933835,(003) Local Police
2025-06-20 am,FLORIDA,NA,NA,tallahassee state college police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,33602,tampa police,637014,FL0290200,Task Force Model,392890,6672574,(003) Local Police
2025-06-20 am,FLORIDA,NA,34689,tarpon springs police,637015,FL0521800,Task Force Model,25571,1300000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32778,tavares police,637016,FL0351100,Task Force Model,17472,3000000,(003) Local Police
2025-06-20 am,FLORIDA,Taylor County,32347,taylor county sheriff,637017,FL0620000,Task Force Model,21623,6200000,(001) Sheriff
2025-06-20 am,FLORIDA,Taylor County,32347,taylor county sheriff,637017,FL0620000,Warrant Service Officer,21623,6200000,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33469,tequesta police,637019,FL0503100,Task Force Model,6133,3298328,(003) Local Police
2025-06-20 am,FLORIDA,NA,NA,town of palm beach police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,33706,treasure island police,637021,FL0521900,Task Force Model,6947,2700000,(003) Local Police
2025-06-20 am,FLORIDA,Union County,32054,union county sheriff,637024,FL0630000,Task Force Model,14940,2219039,(001) Sheriff
2025-06-20 am,FLORIDA,Union County,32054,union county sheriff,637024,FL0630000,Warrant Service Officer,14940,2219039,(001) Sheriff
2025-06-20 am,FLORIDA,NA,32816,university of central florida board of trustees,637025,FL0481400,Task Force Model,NA,11000000,(611) 4-year University/College
2025-06-20 am,FLORIDA,NA,32611,university of florida police,637026,FL0010600,Task Force Model,NA,10552396,(611) 4-year University/College
2025-06-20 am,FLORIDA,NA,NA,university of west florida police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,FLORIDA,NA,34292,venice police,637032,FL0580200,Task Force Model,23376,8000000,(003) Local Police
2025-06-20 am,FLORIDA,NA,32960,vero beach police,637033,FL0310300,Task Force Model,17236,867535,(003) Local Police
2025-06-20 am,FLORIDA,Volusia County,32720,volusia county of corrections,637040,-1,Warrant Service Officer,NA,994121,(699) Other Agency Types
2025-06-20 am,FLORIDA,Volusia County,32721,volusia county sheriff,637042,FL0640000,Task Force Model,547538,86519061,(001) Sheriff
2025-06-20 am,FLORIDA,Wakulla County,32327,wakulla county sheriff,637043,FL0650000,Task Force Model,32461,11047334,(001) Sheriff
2025-06-20 am,FLORIDA,Wakulla County,32327,wakulla county sheriff,637043,FL0650000,Warrant Service Officer,32461,11047334,(001) Sheriff
2025-06-20 am,FLORIDA,Walton County,32433,walton county sheriff,637045,FL0660000,Task Force Model,71375,53000000,(001) Sheriff
2025-06-20 am,FLORIDA,Walton County,32433,walton county sheriff,637045,FL0660000,Warrant Service Officer,71375,53000000,(001) Sheriff
2025-06-20 am,FLORIDA,Washington County,32428,washington county sheriff,637046,FL0670000,Task Force Model,24880,4550066,(001) Sheriff
2025-06-20 am,FLORIDA,Washington County,32428,washington county sheriff,637046,FL0670000,Warrant Service Officer,24880,4550066,(001) Sheriff
2025-06-20 am,FLORIDA,NA,32904,west melbourne police,637051,FL0051600,Task Force Model,23372,8376350,(003) Local Police
2025-06-20 am,FLORIDA,NA,33144,west miami police,637052,FL0132100,Task Force Model,8052,2864000,(003) Local Police
2025-06-20 am,FLORIDA,NA,34786,windermere police,637058,FL0480900,Task Force Model,3509,2081399,(003) Local Police
2025-06-20 am,FLORIDA,NA,34787,winter garden police,637059,FL0480500,Task Force Model,45266,8464209,(003) Local Police
2025-06-20 am,FLORIDA,NA,32708,winter springs police,637062,FL0590600,Task Force Model,37321,7000000,(003) Local Police
2025-06-20 am,GEORGIA,Bibb County,31202,bibb county sheriff,637134,GA0110000,Warrant Service Officer,153095,48300000,(001) Sheriff
2025-06-20 am,GEORGIA,Burke County,30830,burke county sheriff,637161,GA0170000,Warrant Service Officer,22423,8403983,(001) Sheriff
2025-06-20 am,GEORGIA,Catoosa County,30736,catoosa county sheriff,637180,GA0230000,Warrant Service Officer,67420,8666063,(001) Sheriff
2025-06-20 am,GEORGIA,Catoosa County,30736,catoosa county sheriff,637180,GA0230000,Jail Enforcement Model,67420,8666063,(001) Sheriff
2025-06-20 am,GEORGIA,Columbia County,30802,columbia county sheriff,637236,GA0360000,Jail Enforcement Model,154291,27391759,(001) Sheriff
2025-06-20 am,GEORGIA,Coweta County,30263,coweta county sheriff,637249,GA0380000,Warrant Service Officer,145864,22584162,(001) Sheriff
2025-06-20 am,GEORGIA,Dade County,30752,dade county sheriff,637258,GA0410000,Warrant Service Officer,16226,3159120,(001) Sheriff
2025-06-20 am,GEORGIA,Dawson County,30534,dawson county sheriff,637268,GA0420000,Warrant Service Officer,25083,800000,(001) Sheriff
2025-06-20 am,GEORGIA,Decatur,39817,decatur county sheriff,637270,GA0430000,Warrant Service Officer,26575,6000000,(001) Sheriff
2025-06-20 am,FLORIDA,NA,33542,zephyrhills police,637063,FL0510300,Task Force Model,15563,4350318,(003) Local Police
2025-06-20 am,GEORGIA,NA,30145,euharlee police,637322,GA0080700,Task Force Model,4345,180000,(003) Local Police
2025-06-20 am,GEORGIA,Floyd County,30161,floyd county sheriff,637333,GA0570000,Jail Enforcement Model,97927,10281480,(001) Sheriff
2025-06-20 am,GEORGIA,Forsyth County,30040,forsyth county sheriff,637337,GA0580000,Warrant Service Officer,236612,43200000,(001) Sheriff
2025-06-20 am,GEORGIA,NA,NA,georgia of corrections,NA,NA,Jail Enforcement Model,NA,NA,NA
2025-06-20 am,GEORGIA,NA,NA,georgia of public safety,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,GEORGIA,Glynn County,31521,glynn county sheriff,637394,GA0630000,Warrant Service Officer,85219,14524429,(001) Sheriff
2025-06-20 am,GEORGIA,Hall County,30504,hall county sheriff,637420,GA0690000,Jail Enforcement Model,202148,35392735,(001) Sheriff
2025-06-20 am,GEORGIA,Harris County,31811,harris county sheriff,637430,GA0720000,Warrant Service Officer,34475,5475496,(001) Sheriff
2025-06-20 am,GEORGIA,Jasper County,31064,jasper county sheriff,637463,GA0790000,Jail Enforcement Model,14040,1366875,(001) Sheriff
2025-06-20 am,GEORGIA,Lumpkin County,30533,lumpkin county sheriff,637514,GA0930000,Warrant Service Officer,32955,4813772,(001) Sheriff
2025-06-20 am,GEORGIA,Madison County,30633,madison county sheriff,637523,GA0970000,Warrant Service Officer,29650,NA,(001) Sheriff
2025-06-20 am,GEORGIA,Monroe County,31029,monroe county sheriff,637557,GA1020000,Jail Enforcement Model,27520,1000000,(001) Sheriff
2025-06-20 am,GEORGIA,Morgan County,30650,morgan county sheriff,637565,GA1040000,Warrant Service Officer,18853,3800000,(001) Sheriff
2025-06-20 am,GEORGIA,Oconee County,30677,oconee county sheriff,637599,GA1080000,Warrant Service Officer,39272,5881802,(001) Sheriff
2025-06-20 am,GEORGIA,Pierce County,31516,pierce county sheriff,637628,GA1130000,Warrant Service Officer,19389,2900000,(001) Sheriff
2025-06-20 am,GEORGIA,Polk County,30125,polk county sheriff,637636,GA1150000,Jail Enforcement Model,42470,4506333,(001) Sheriff
2025-06-20 am,GEORGIA,Tift County,31793,tift county sheriff,637753,GA1370000,Jail Enforcement Model,40571,8701722,(001) Sheriff
2025-06-20 am,GEORGIA,Tift County,31793,tift county sheriff,637753,GA1370000,Warrant Service Officer,40571,8701722,(001) Sheriff
2025-06-20 am,GEORGIA,Walker County,30728,walker county sheriff,637789,GA1460000,Jail Enforcement Model,69410,8000000,(001) Sheriff
2025-06-20 am,GEORGIA,Whitfield County,30722,whitfield county sheriff,637819,GA1550000,Jail Enforcement Model,104062,15193156,(001) Sheriff
2025-06-20 am,IDAHO,Bingham County,83221,bingham county sheriff,638292,ID0060000,Warrant Service Officer,46236,6133082,(001) Sheriff
2025-06-20 am,IDAHO,Gooding County,83330,gooding county sheriff,638331,ID0240000,Warrant Service Officer,15196,3169197,(001) Sheriff
2025-06-20 am,IDAHO,NA,83642,idaho state police,638346,IDISP0000,Task Force Model,1754208,70707800,(005) Primary State Police
2025-06-20 am,IDAHO,Owyhee County,83650,owyhee county sheriff,638378,ID0370000,Task Force Model,11693,500000,(001) Sheriff
2025-06-20 am,IDAHO,Owyhee County,83650,owyhee county sheriff,638378,ID0370000,Warrant Service Officer,11693,500000,(001) Sheriff
2025-06-20 am,IDAHO,Power County,83211,power county sheriff,638387,ID0390000,Warrant Service Officer,7768,2352707,(001) Sheriff
2025-06-20 am,INDIANA,NA,NA,green forks police,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,INDIANA,Hamilton County,46060,hamilton county sheriff,639685,IN0290000,Jail Enforcement Model,330086,17309644,(001) Sheriff
2025-06-20 am,INDIANA,Jasper County,47978,jasper county sheriff,639739,IN0370000,Warrant Service Officer,33370,5998118,(001) Sheriff
2025-06-20 am,INDIANA,Noble County,46701,noble county sheriff,639868,IN0570000,Warrant Service Officer,47532,3000000,(001) Sheriff
2025-06-20 am,IOWA,N/A,NA,iowa of public safety,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,KANSAS,Anderson County,66032,anderson county sheriff,640088,KS0020000,Warrant Service Officer,7878,1845474,(001) Sheriff
2025-06-20 am,KANSAS,Cowley County,67156,cowley county sheriff,640169,KS0180000,Warrant Service Officer,35218,3203865,(001) Sheriff
2025-06-20 am,KANSAS,Finney County,67846,finney county sheriff,640204,KS0280000,Warrant Service Officer,36611,8249907,(001) Sheriff
2025-06-20 am,KANSAS,Franklin County,66067,franklin county sheriff,640210,KS0300000,Warrant Service Officer,25631,2869490,(001) Sheriff
2025-06-20 am,KANSAS,Haskell County,67877,haskell county sheriff,640242,KS0410000,Warrant Service Officer,3997,1554386,(001) Sheriff
2025-06-20 am,KANSAS,Jackson County,66436,jackson county sheriff,640270,KS0430000,Warrant Service Officer,13280,2543569,(001) Sheriff
2025-06-20 am,KANSAS,NA,66612,kansas of investigation,640279,KSKBI0000,Task Force Model,NA,42894000,(641) State Bureau of Investigation
2025-06-20 am,KANSAS,Reno County,67501,reno county sheriff,640416,KS0780000,Warrant Service Officer,62342,4250000,(001) Sheriff
2025-06-20 am,KANSAS,Rice County,67554,rice county sheriff,640418,KS0800000,Warrant Service Officer,9531,1200000,(001) Sheriff
2025-06-20 am,KANSAS,Wabaunsee County,66401,wabaunsee county sheriff,640483,KS0990000,Warrant Service Officer,6899,1128307,(001) Sheriff
2025-06-20 am,KENTUCKY,Bracken County,41004,bracken county sheriff,640547,KY0120000,Task Force Model,8239,726962,(001) Sheriff
2025-06-20 am,KENTUCKY,Bullitt County,40165,bullitt county detention center,640554,KY0150000,Jail Enforcement Model,81069,4800000,(001) Sheriff
2025-06-20 am,KENTUCKY,Daviess County,42303,daviess county sheriff,640610,KY0300000,Warrant Service Officer,101104,5400000,(001) Sheriff
2025-06-20 am,KENTUCKY,Daviess County,42303,daviess county sheriff,640610,KY0300000,Task Force Model,101104,5400000,(001) Sheriff
2025-06-20 am,KENTUCKY,Grayson County,42754,grayson county detention center,640663,KY0430000,Warrant Service Officer,26321,1300000,(001) Sheriff
2025-06-20 am,KENTUCKY,Grayson County,42754,grayson county detention center,640663,KY0430000,Jail Enforcement Model,26321,1300000,(001) Sheriff
2025-06-20 am,KENTUCKY,Grayson County,NA,grayson county sheriff,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,KENTUCKY,NA,40229,heritage creek police,640685,KY0561800,Task Force Model,1140,200000,(003) Local Police
2025-06-20 am,KENTUCKY,Kenton County,41011,kenton county sheriff,640720,KY0590000,Jail Enforcement Model,166051,5835000,(001) Sheriff
2025-06-20 am,KENTUCKY,Kenton County,41011,kenton county sheriff,640720,KY0590000,Warrant Service Officer,166051,5835000,(001) Sheriff
2025-06-20 am,KENTUCKY,Lyon County,42038,lyon county sheriff,640768,KY0720000,Task Force Model,8009,500000,(001) Sheriff
2025-06-20 am,KENTUCKY,Marshall County,42025,marshall county sheriff,640775,KY0790000,Task Force Model,31191,2800000,(001) Sheriff
2025-06-20 am,KENTUCKY,Oldham County,40031,oldham county detention center,640829,KY0930400,Jail Enforcement Model,66470,NA,(004) County/Regional Police
2025-06-20 am,KENTUCKY,Oldham County,40031,oldham county detention center,640829,KY0930400,Warrant Service Officer,66470,NA,(004) County/Regional Police
2025-06-20 am,KENTUCKY,Union County,42437,union county sheriff,640907,KY1130000,Task Force Model,14505,650000,(001) Sheriff
2025-06-20 am,LOUISIANA,Beauregard Parish,70634,beauregard parish sheriff,640972,LA0060000,Task Force Model,37253,9105550,(001) Sheriff
2025-06-20 am,LOUISIANA,Bossier Parish,71006,bossier parish sheriff,640984,LA0080000,Jail Enforcement Model,127185,NA,(001) Sheriff
2025-06-20 am,LOUISIANA,NA,70062,kenner police,641126,LA0260300,Jail Enforcement Model,66657,18434705,(003) Local Police
2025-06-20 am,LOUISIANA,Lafourche Parish,70301,lafourche parish sheriff,641134,LA0290000,Warrant Service Officer,98115,32732000,(001) Sheriff
2025-06-20 am,LOUISIANA,NA,70896,louisiana alcohol and tobacco control,641151,LA0171600,Task Force Model,NA,6159312,(651) Alcohol/Tobacco Laws
2025-06-20 am,LOUISIANA,NA,NA,louisiana of wildlife & fisheries,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,LOUISIANA,NA,NA,louisiana military,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,LOUISIANA,NA,NA,louisiana of the state fire marshal,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,LOUISIANA,NA,70806,louisiana state patrol,641154,LALSP0000,Task Force Model,4659978,323196917,(005) Primary State Police
2025-06-20 am,LOUISIANA,Plaquemines Parish,70037,plaquemines parish sheriff,641230,LA0380000,Warrant Service Officer,23410,27679645,(001) Sheriff
2025-06-20 am,MAINE,NA,04090,wells police,642098,ME0161400,Task Force Model,10544,2693102,(003) Local Police
2025-06-20 am,MARYLAND,Allegany County,21502,allegany county sheriff,641781,MD0010000,Warrant Service Officer,70975,2400000,(001) Sheriff
2025-06-20 am,MARYLAND,Carroll County,21157,carroll county sheriff,641805,MD0070000,Warrant Service Officer,168429,22000000,(001) Sheriff
2025-06-20 am,MARYLAND,Cecil County,21921,cecil county sheriff,641806,MD0080000,Jail Enforcement Model,102826,23337369,(001) Sheriff
2025-06-20 am,MARYLAND,Frederick County,21701,frederick county sheriff,641833,MD0110000,Jail Enforcement Model,255648,48000000,(001) Sheriff
2025-06-20 am,MARYLAND,Garrett County,21550,garrett county sheriff,641838,MD0120000,Warrant Service Officer,29163,547646,(001) Sheriff
2025-06-20 am,MARYLAND,Harford County,21014,harford county sheriff,641847,MD0130000,Jail Enforcement Model,253956,84000000,(001) Sheriff
2025-06-20 am,MARYLAND,St. Mary's County,20650,st mary county sheriff,641906,MD0190000,Warrant Service Officer,112664,38575373,(001) Sheriff
2025-06-20 am,MARYLAND,Washington County,21740,washington county sheriff,641937,MD0220000,Warrant Service Officer,150926,29448980,(001) Sheriff
2025-06-20 am,MASSACHUSETTS,NA,NA,massachusetts of corrections,NA,NA,Jail Enforcement Model,NA,NA,NA
2025-06-20 am,MICHIGAN,Berrian County,49085,berrian county sheriff,647911,MI1111100,Warrant Service Officer,154141,16988283,(001) Sheriff
2025-06-20 am,MICHIGAN,Calhoun County,49014,calhoun county sheriff,647939,MI1311300,Warrant Service Officer,134487,18711703,(001) Sheriff
2025-06-20 am,MICHIGAN,Jackson County,49201,jackson county sheriff,648159,MI3813800,Warrant Service Officer,158823,14000000,(001) Sheriff
2025-06-20 am,MICHIGAN,Roscommon County,48653,roscommon county sheriff,648388,MI7217200,Task Force Model,23884,4327218,(001) Sheriff
2025-06-20 am,MICHIGAN,NA,48180,taylor police,648452,MI8277500,Task Force Model,61148,10147100,(003) Local Police
2025-06-20 am,MINNESOTA,Cass County,56484,cass county sheriff,642187,MN0110000,Task Force Model,29519,8150614,(001) Sheriff
2025-06-20 am,MINNESOTA,Crow Wing County,56401,crow wing county sheriff,642219,MN0180000,Task Force Model,64889,15000000,(001) Sheriff
2025-06-20 am,MINNESOTA,Crow Wing County,56401,crow wing county sheriff,642219,MN0180000,Warrant Service Officer,64889,15000000,(001) Sheriff
2025-06-20 am,MINNESOTA,Freeborn County,56007,freeborn county sheriff,642272,MN0240000,Warrant Service Officer,30444,100000,(001) Sheriff
2025-06-20 am,MINNESOTA,Itasca County,55744,itasca county sheriff,642320,MN0310000,Task Force Model,45108,8000000,(001) Sheriff
2025-06-20 am,MINNESOTA,Jackson County,56143,jackson county sheriff,642322,MN0320000,Warrant Service Officer,9911,2775859,(001) Sheriff
2025-06-20 am,MINNESOTA,Jackson County,56143,jackson county sheriff,642322,MN0320000,Jail Enforcement Model,9911,2775859,(001) Sheriff
2025-06-20 am,MINNESOTA,Kandiyohi County,56201,kandiyohi county sheriff,642327,MN0340000,Warrant Service Officer,42855,11000000,(001) Sheriff
2025-06-20 am,MINNESOTA,Mille Lacs County,56353,mille lacs county sheriff,642390,MN0480000,Task Force Model,26139,6600000,(001) Sheriff
2025-06-20 am,MISSISSIPPI,NA,NA,mississippi attorney general,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,MISSISSIPPI,Monroe County,39730,monroe county sheriff,643541,MS0480000,Jail Enforcement Model,35564,4200000,(001) Sheriff
2025-06-20 am,MISSOURI,Christian County,65721,christian county sheriff,642725,MO0220000,Warrant Service Officer,86983,6826766,(001) Sheriff
2025-06-20 am,MISSOURI,Christian County,65721,christian county sheriff,642725,MO0220000,Jail Enforcement Model,86983,6826766,(001) Sheriff
2025-06-20 am,MISSOURI,NA,NA,missouri highway patrol,NA,NA,Task Force Model,NA,NA,NA
2025-06-20 am,MISSOURI,NA,63673,st mary police,643179,MO0970200,Task Force Model,349,50000,(003) Local Police
2025-06-20 am,MONTANA,Flathead County,59901,flathead county sheriff,643752,MT0150000,Warrant Service Officer,102106,13817666,(001) Sheriff
2025-06-20 am,MONTANA,Gallatin County,59715,gallatin county sheriff,643763,MT0160000,Warrant Service Officer,111876,13000000,(001) Sheriff
2025-06-20 am,MONTANA,NA,59620,montana of justice,643799,-1,Task Force Model,NA,11713132,(641) State Bureau of Investigation
2025-06-20 am,NEBRASKA,Brown County,69210,brown county sheriff,644009,NB0090000,Jail Enforcement Model,2973,530000,(001) Sheriff
2025-06-20 am,NEBRASKA,Brown County,69210,brown county sheriff,644009,NB0090000,Warrant Service Officer,2973,530000,(001) Sheriff
2025-06-20 am,NEBRASKA,Dakota County,68731,dakota county sheriff,644039,NB0220000,Jail Enforcement Model,20083,3850328,(001) Sheriff
2025-06-20 am,NEBRASKA,Wheeler County,68622,wheeler county sheriff,644219,NB0920000,Task Force Model,805,126217,(001) Sheriff
2025-06-20 am,NEVADA,Douglas County,89423,douglas county sheriff,645337,NV0030000,Warrant Service Officer,48467,16100000,(001) Sheriff
2025-06-20 am,NEVADA,Clark County,89106,las vegas metropolitan police,645361,NV0020100,Warrant Service Officer,644644,1000000000,(003) Local Police
2025-06-20 am,NEVADA,Lyon County,89447,lyon county sheriff,645370,NV0100000,Jail Enforcement Model,55808,14613639,(001) Sheriff
2025-06-20 am,NEVADA,Lyon County,89447,lyon county sheriff,645370,NV0100000,Warrant Service Officer,55808,14613639,(001) Sheriff
2025-06-20 am,NEVADA,Mineral County,89415,mineral county sheriff,645373,NV0110000,Warrant Service Officer,4514,2302624,(001) Sheriff
2025-06-20 am,NEW HAMPSHIRE,Belknap County,03246,belknap county sheriff,644243,NH0010000,Task Force Model,61022,1711798,(001) Sheriff
2025-06-20 am,NEW HAMPSHIRE,NA,03034,candia police,644259,NH0080800,Task Force Model,3946,706190,(003) Local Police
2025-06-20 am,NEW HAMPSHIRE,NA,03576,colebrook police,644270,NH0041600,Task Force Model,2133,553545,(003) Local Police
2025-06-20 am,NEW HAMPSHIRE,NA,03581,gorham police,644307,NH0043000,Task Force Model,2607,697174,(003) Local Police
2025-06-20 am,NEW HAMPSHIRE,Grafton County,03774,grafton county sheriff,644309,NH0050000,Task Force Model,89786,29000000,(001) Sheriff
2025-06-20 am,NEW HAMPSHIRE,Hillsborough County,03045,hillsborough county sheriff,644327,NH0060000,Task Force Model,415247,5844057,(001) Sheriff
2025-06-20 am,NEW HAMPSHIRE,NA,03305,new hampshire state police,644381,NHNSP0000,Task Force Model,1356458,77982902,(005) Primary State Police
2025-06-20 am,NEW HAMPSHIRE,NA,03814,ossipee police,644401,NH0022600,Task Force Model,4394,1181014,(003) Local Police
