date,state,county,zip,agency,agency_id,ori,type,population_policed,operating_budget,agency_type
2025-05-23 am,OKLAHOMA,NA,73541,fletcher police,647253,OK0160600,Task Force Model,1134,200000,(003) Local Police
2025-05-23 am,OKLAHOMA,Lincoln County,74834,lincoln county sheriff,647359,OK0410000,Warrant Service Officer,34920,1146525,(001) Sheriff
2025-05-23 am,OKLAHOMA,Logan County,73044,logan county sheriff,647362,OK0420000,Jail Enforcement Model,47291,2700000,(001) Sheriff
2025-05-23 am,OKLAHOMA,Muskogee County,74401,muskogee county sheriff,647413,OK0510000,Warrant Service Officer,68362,3000000,(001) Sheriff
2025-05-23 am,OKLAHOMA,NA,NA,oklahoma of investigation,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,OKLAHOMA,NA,73105,oklahoma of narcotics,640375,OK0552000,Task Force Model,NA,21400000,(653) Narcotics Laws
2025-05-23 am,OKLAHOMA,NA,NA,oklahoma of corrections,NA,NA,Jail Enforcement Model,NA,NA,NA
2025-05-23 am,OKLAHOMA,NA,NA,oklahoma of corrections,NA,NA,Warrant Service Officer,NA,NA,NA
2025-05-23 am,OKLAHOMA,NA,NA,oklahoma of public safety,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,OKLAHOMA,Okmulgee County,74447,okmulgee county criminal justice authority,438571,,Jail Enforcement Model,NA,2700000,(699) Other Agency Types
2025-05-23 am,OKLAHOMA,Okmulgee County,74447,okmulgee county criminal justice authority,438571,,Warrant Service Officer,NA,2700000,(699) Other Agency Types
2025-05-23 am,OKLAHOMA,NA,73567,sterling police,647570,OK0161400,Task Force Model,770,NA,(003) Local Police
2025-05-23 am,OKLAHOMA,Tulsa County,74103,tulsa county sheriff,647603,OK0720000,Jail Enforcement Model,648360,54000000,(001) Sheriff
2025-05-23 am,OKLAHOMA,NA,74301,vinita police,647621,OK0180100,Task Force Model,5387,1232500,(003) Local Police
2025-05-23 am,PENNSYLVANIA,Bradford County,18848,bradford county sheriff,633979,PA0080000,Warrant Service Officer,60833,740000,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,Bucks County,18901,bucks county sheriff,634000,PA0090000,Task Force Model,628195,6400000,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,Butler County,16003,butler county sheriff,634010,PA0100000,Warrant Service Officer,187888,2300000,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,NA,NA,damascus township constable,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,PENNSYLVANIA,NA,NA,derry township constable,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,PENNSYLVANIA,Franklin County,17201,franklin county sheriffs,634265,PA0280000,Task Force Model,154835,1480234,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,Franklin County,17201,franklin county sheriffs,634265,PA0280000,Warrant Service Officer,154835,1480234,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,Lancaster County,17608,lancaster county sheriff,634417,PA0360000,Task Force Model,543557,5200000,(001) Sheriff
2025-05-23 am,PENNSYLVANIA,NA,NA,lower burrell fourth ward constable,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,PENNSYLVANIA,NA,NA,northwest regional police,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,PENNSYLVANIA,NA,NA,preston township constable,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,PENNSYLVANIA,NA,NA,sewickley township constable,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,SOUTH CAROLINA,Berkeley County,29461,berkeley county sheriff,633445,SC0080000,Task Force Model,221091,4494058,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Berkeley County,29461,berkeley county sheriff,633445,SC0080000,Warrant Service Officer,221091,4494058,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Charleston County,29405,charleston county sheriff,633469,SC0100000,Warrant Service Officer,405905,71543933,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Chester County,29706,chester county sheriff,633474,SC0120000,Warrant Service Officer,32251,3231185,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Greenville County,29601,greenville county sheriff,633545,SC0230000,Warrant Service Officer,514213,45218208,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Horry County,29528,horry county sheriff,633564,SC0260000,Jail Enforcement Model,344147,28400000,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Kershaw County,29078,kershaw county sheriff,633575,SC0280000,Task Force Model,65592,5463000,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Lancaster County,29721,lancaster county sheriff,633582,SC0290000,Warrant Service Officer,95380,21000000,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Lexington County,29071,lexington county sheriff,633593,SC0320000,Jail Enforcement Model,295032,48686493,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Oconee County,29691,oconee county sheriff,633632,SC0370000,Warrant Service Officer,78374,12923188,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Pickens County,29671,pickens county sheriff,633645,SC0390000,Task Force Model,124937,12937647,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,Pickens County,29671,pickens county sheriff,633645,SC0390000,Warrant Service Officer,124937,12937647,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,NA,29221,south carolina law enforcement,633673,SCLED0300,Task Force Model,NA,100743184,(641) State Bureau of Investigation
2025-05-23 am,SOUTH CAROLINA,Spartanburg County,29304,spartanburg county sheriff,633739,SC0420000,Warrant Service Officer,313888,25520494,(001) Sheriff
2025-05-23 am,SOUTH CAROLINA,York County,29745,york county sheriff,633792,SC0460000,Jail Enforcement Model,274118,31000000,(001) Sheriff
2025-05-23 am,SOUTH DAKOTA,Hughes County,57501,hughes county sheriff,633320,SD0320000,Warrant Service Officer,17650,4482590,(001) Sheriff
2025-05-23 am,SOUTH DAKOTA,Minnehaha County,57104,minnehaha county sheriff,633356,SD0490000,Warrant Service Officer,192876,22318953,(001) Sheriff
2025-05-23 am,SOUTH DAKOTA,NA,57501,south dakota highway patrol,633387,SDDMP0000,Task Force Model,882235,33684943,(005) Primary State Police
2025-05-23 am,TENNESSEE,Giles County,38478,giles county sheriff,632968,TN0280000,Warrant Service Officer,29503,4589491,(001) Sheriff
2025-05-23 am,TENNESSEE,Greene County,37743,greene county sheriff,632976,TN0300000,Jail Enforcement Model,69087,11583218,(001) Sheriff
2025-05-23 am,TENNESSEE,Hamilton County,37402,hamilton county sheriff,632983,TN0330000,Jail Enforcement Model,364286,55509000,(001) Sheriff
2025-05-23 am,TENNESSEE,Knox County,37902,knox county sheriff,633023,TN0470000,Jail Enforcement Model,465289,85207627,(001) Sheriff
2025-05-23 am,TENNESSEE,Putnam County,38501,putnam county sheriff,633131,TN0710000,Jail Enforcement Model,78843,10066598,(001) Sheriff
2025-05-23 am,TENNESSEE,Sullivan County,37617,sullivan county sheriff,633180,TN0820000,Warrant Service Officer,157668,21000000,(001) Sheriff
2025-05-23 am,TENNESSEE,Sumner County,37066,sumner county sheriff,633181,TN0830000,Warrant Service Officer,187149,22000000,(001) Sheriff
2025-05-23 am,TENNESSEE,NA,NA,tennessee of safety and homeland security / thp,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,TEXAS,Aransas County,78382,aransas county sheriff,649146,TX0040000,Jail Enforcement Model,23792,6007055,(001) Sheriff
2025-05-23 am,TEXAS,Atascosa County,78026,atascosa county sheriff,649161,TX0070000,Task Force Model,50310,7400000,(001) Sheriff
2025-05-23 am,TEXAS,Austin County,77418,austin county sheriff,649169,TX0080000,Warrant Service Officer,29989,5574562,(001) Sheriff
2025-05-23 am,TEXAS,Bee County,78102,bee county sheriff,649214,TX0130000,Warrant Service Officer,32587,1744218,(001) Sheriff
2025-05-23 am,TEXAS,Burleson County,77836,burleson county sheriff,649325,TX0260000,Warrant Service Officer,18389,800000,(001) Sheriff
2025-05-23 am,TEXAS,Burnet County,78611,burnet county sheriff,649331,TX0270000,Warrant Service Officer,47542,NA,(001) Sheriff
2025-05-23 am,TEXAS,Calhoun County,77979,calhoun county sheriff,649347,TX0290000,Jail Enforcement Model,21561,5503203,(001) Sheriff
2025-05-23 am,TEXAS,Calhoun County,77979,calhoun county sheriff,649347,TX0290000,Task Force Model,21561,5503203,(001) Sheriff
2025-05-23 am,TEXAS,Calhoun County,77979,calhoun county sheriff,649347,TX0290000,Warrant Service Officer,21561,5503203,(001) Sheriff
2025-05-23 am,TEXAS,Chambers County,77514,chambers county sheriff,649396,TX0360000,Jail Enforcement Model,42454,12950000,(001) Sheriff
2025-05-23 am,TEXAS,Coke County,76945,coke county sheriff,649432,TX0410000,Task Force Model,3370,520000,(001) Sheriff
2025-05-23 am,TEXAS,Colorado County,78934,colorado county sheriff,649454,TX0450000,Jail Enforcement Model,21217,3200000,(001) Sheriff
2025-05-23 am,TEXAS,Deaf Smith County,79045,deaf smith county sheriff,649553,TX0590000,Warrant Service Officer,18760,3000000,(001) Sheriff
2025-05-23 am,TEXAS,DeWitt County,77954,dewitt county sheriff,649576,TX0620000,Warrant Service Officer,20187,4430108,(001) Sheriff
2025-05-23 am,TEXAS,DeWitt County,77954,dewitt county sheriff,649576,TX0620000,Jail Enforcement Model,20187,4430108,(001) Sheriff
2025-05-23 am,TEXAS,Ellis County,75165,ellis county sheriff,649642,TX0700000,Jail Enforcement Model,179436,21228404,(001) Sheriff
2025-05-23 am,TEXAS,Falls County,76661,falls county sheriff,649677,TX0730000,Task Force Model,17335,2100000,(001) Sheriff
2025-05-23 am,TEXAS,Fayette County,78945,fayette county sheriff,649687,TX0750000,Warrant Service Officer,25349,3863139,(001) Sheriff
2025-05-23 am,TEXAS,Franklin County,75457,franklin county sheriff,649717,TX0800000,Jail Enforcement Model,10766,1810695,(001) Sheriff
2025-05-23 am,TEXAS,Galveston County,77551,galveston county sheriff,649754,TX0840000,Jail Enforcement Model,337890,44813622,(001) Sheriff
2025-05-23 am,TEXAS,Galveston County,77551,galveston county sheriff,649754,TX0840000,Warrant Service Officer,337890,44813622,(001) Sheriff
2025-05-23 am,TEXAS,Goliad County,77963,goliad county sheriff,649784,TX0880000,Jail Enforcement Model,7584,2200000,(001) Sheriff
2025-05-23 am,TEXAS,Goliad County,77963,goliad county sheriff,649784,TX0880000,Task Force Model,7584,2200000,(001) Sheriff
2025-05-23 am,TEXAS,Goliad County,77963,goliad county sheriff,649784,TX0880000,Warrant Service Officer,7584,2200000,(001) Sheriff
2025-05-23 am,TEXAS,Gonzales County,78629,gonzales county sheriff,649787,TX0890000,Warrant Service Officer,20826,NA,(001) Sheriff
2025-05-23 am,TEXAS,Grayson County,75090,grayson county sheriff,649809,TX0910000,Jail Enforcement Model,133991,12000000,(001) Sheriff
2025-05-23 am,TEXAS,Gregg County,75601,gregg county sheriff,649816,TX0920000,Jail Enforcement Model,123707,20000000,(001) Sheriff
2025-05-23 am,TEXAS,Hamilton County,76531,hamilton county sheriff,649841,TX0970000,Task Force Model,8484,735091,(001) Sheriff
2025-05-23 am,TEXAS,Harrison County,75671,harrison county sheriff,649870,TX1020000,Warrant Service Officer,66726,3748150,(001) Sheriff
2025-05-23 am,TEXAS,Hill County,76645,hill county sheriff,649923,TX1090000,Warrant Service Officer,36354,5974350,(001) Sheriff
2025-05-23 am,TEXAS,Hood County,76048,hood county sheriff,649941,TX1110000,Warrant Service Officer,60537,8884926,(001) Sheriff
2025-05-23 am,TEXAS,Houston County,75835,houston county sheriff,649952,TX1130000,Warrant Service Officer,23169,2972770,(001) Sheriff
2025-05-23 am,TEXAS,Jackson County,77957,jackson county sheriff,649999,TX1200000,Jail Enforcement Model,14874,2945622,(001) Sheriff
2025-05-23 am,TEXAS,Jackson County,77957,jackson county sheriff,649999,TX1200000,Warrant Service Officer,14874,2945622,(001) Sheriff
2025-05-23 am,TEXAS,Jim Wells County,78333,jim wells county sheriff,650031,TX1250000,Task Force Model,40822,4100000,(001) Sheriff
2025-05-23 am,TEXAS,Jim Wells County,78333,jim wells county sheriff,650031,TX1250000,Warrant Service Officer,40822,4100000,(001) Sheriff
2025-05-23 am,TEXAS,Jim Wells County,78333,jim wells county sheriff,650031,TX1250000,Jail Enforcement Model,40822,4100000,(001) Sheriff
2025-05-23 am,TEXAS,Kendall County,78006,kendall county sheriff,650074,TX1300000,Warrant Service Officer,45641,9298332,(001) Sheriff
2025-05-23 am,TEXAS,Kerr County,78028,kerr county sheriff,650087,TX1330000,Task Force Model,52405,10020261,(001) Sheriff
2025-05-23 am,TEXAS,Kerr County,78028,kerr county sheriff,650087,TX1330000,Warrant Service Officer,52405,10020261,(001) Sheriff
2025-05-23 am,TEXAS,Kerr County,78028,kerr county sheriff,650087,TX1330000,Jail Enforcement Model,52405,10020261,(001) Sheriff
2025-05-23 am,TEXAS,Kinney County,78832,kinney county sheriff,650099,TX1360000,Task Force Model,3767,1200000,(001) Sheriff
2025-05-23 am,TEXAS,Kleberg County,78364,kleberg county sheriff,650105,TX1370000,Jail Enforcement Model,31129,4600000,(001) Sheriff
2025-05-23 am,TEXAS,Lavaca County,77964,lavaca county sheriff,650160,TX1430000,Jail Enforcement Model,20110,2814076,(001) Sheriff
2025-05-23 am,TEXAS,Lavaca County,77964,lavaca county sheriff,650160,TX1430000,Warrant Service Officer,20110,2814076,(001) Sheriff
2025-05-23 am,TEXAS,Live Oak County,78022,live oak county sheriff,650212,TX1490000,Warrant Service Officer,12166,4337493,(001) Sheriff
2025-05-23 am,TEXAS,Lubbock County,79401,lubbock county sheriff,650245,TX1520000,Jail Enforcement Model,307412,35000000,(001) Sheriff
2025-05-23 am,TEXAS,Matagorda County,77414,matagorda county sheriff,650297,TX1610000,Jail Enforcement Model,36552,5000000,(001) Sheriff
2025-05-23 am,TEXAS,McMullen County,78072,mcmullen county sheriff,650322,TX1560000,Warrant Service Officer,749,2507835,(001) Sheriff
2025-05-23 am,TEXAS,Medina County,78861,medina county sheriff,650326,TX1630000,Task Force Model,50921,6518203,(001) Sheriff
2025-05-23 am,TEXAS,Montgomery County,77301,montgomery county sheriff,650372,TX1700000,Jail Enforcement Model,590925,96200508,(001) Sheriff
2025-05-23 am,TEXAS,NA,78140,nixon police,650431,TX0890200,Task Force Model,2471,364956,(003) Local Police
2025-05-23 am,TEXAS,NA,78140,nixon police,650431,TX0890200,Warrant Service Officer,2471,364956,(003) Local Police
2025-05-23 am,TEXAS,Nueces County,78401,nueces county sheriff,650449,TX1780000,Jail Enforcement Model,362265,23000000,(001) Sheriff
2025-05-23 am,TEXAS,Orange County,77631,orange county sheriff,650471,TX1810000,Warrant Service Officer,83572,11000000,(001) Sheriff
2025-05-23 am,TEXAS,Panola County,75633,panola county sheriff,650499,TX1830000,Task Force Model,23148,5300000,(001) Sheriff
2025-05-23 am,TEXAS,Panola County,75633,panola county sheriff,650499,TX1830000,Warrant Service Officer,23148,5300000,(001) Sheriff
2025-05-23 am,TEXAS,Parker County,76086,parker county sheriff,650508,TX1840000,Warrant Service Officer,138371,16000000,(001) Sheriff
2025-05-23 am,TEXAS,Polk County,77351,polk county sheriff,650548,TX1870000,Warrant Service Officer,50031,7104423,(001) Sheriff
2025-05-23 am,TEXAS,Potter County,79111,potter county sheriff,650567,TX1880000,Jail Enforcement Model,119648,21000000,(001) Sheriff
2025-05-23 am,TEXAS,Randall County,79118,randall county sheriff,650592,TX1910000,Jail Enforcement Model,136271,18000000,(001) Sheriff
2025-05-23 am,TEXAS,Refugio County,78377,refugio county sheriff,650611,TX1960000,Warrant Service Officer,7032,1300000,(001) Sheriff
2025-05-23 am,TEXAS,Refugio County,78377,refugio county sheriff,650611,TX1960000,Jail Enforcement Model,7032,1300000,(001) Sheriff
2025-05-23 am,TEXAS,Rockwall County,75087,rockwall county sheriff,650652,TX1990000,Jail Enforcement Model,100657,12489786,(001) Sheriff
2025-05-23 am,TEXAS,Rusk County,75652,rusk county sheriff,650679,TX2010000,Warrant Service Officer,54450,5600000,(001) Sheriff
2025-05-23 am,TEXAS,San Patricio County,78387,san patricio county sheriff,650727,TX2050000,Jail Enforcement Model,66893,5406373,(001) Sheriff
2025-05-23 am,TEXAS,Schleicher County,76936,schleicher county sheriff,650741,TX2070000,Warrant Service Officer,2895,845000,(001) Sheriff
2025-05-23 am,TEXAS,Smith County,75702,smith county sheriff,650784,TX2120000,Task Force Model,230221,30500000,(001) Sheriff
2025-05-23 am,TEXAS,Smith County,75702,smith county sheriff,650784,TX2120000,Jail Enforcement Model,230221,30500000,(001) Sheriff
2025-05-23 am,TEXAS,Sutton County,76950,sutton county sheriff,650851,TX2180000,Task Force Model,3758,900000,(001) Sheriff
2025-05-23 am,TEXAS,Sutton County,76950,sutton county sheriff,650851,TX2180000,Warrant Service Officer,3758,900000,(001) Sheriff
2025-05-23 am,TEXAS,Tarrant County,76196,tarrant county sheriff,650873,TX2200000,Jail Enforcement Model,2084931,133000000,(001) Sheriff
2025-05-23 am,TEXAS,Terrell County,79848,terrell county sheriff,650884,TX2220000,Jail Enforcement Model,823,500000,(001) Sheriff
2025-05-23 am,TEXAS,Terrell County,79848,terrell county sheriff,650884,TX2220000,Warrant Service Officer,823,500000,(001) Sheriff
2025-05-23 am,TEXAS,NA,NA,texas national guard,NA,NA,Task Force Model,NA,NA,NA
2025-05-23 am,TEXAS,NA,78711,texas of the attorney general,653754,,Task Force Model,NA,27891500,(646) Attorney General
2025-05-23 am,TEXAS,Titus County,75455,titus county sheriff,650943,TX2250000,Task Force Model,33033,4285239,(001) Sheriff
2025-05-23 am,TEXAS,Titus County,75455,titus county sheriff,650943,TX2250000,Warrant Service Officer,33033,4285239,(001) Sheriff
2025-05-23 am,TEXAS,Victoria County,77901,victoria county sheriff,651049,TX2350000,Jail Enforcement Model,92035,15321326,(001) Sheriff
2025-05-23 am,TEXAS,Victoria County,77901,victoria county sheriff,651049,TX2350000,Warrant Service Officer,92035,15321326,(001) Sheriff
2025-05-23 am,TEXAS,Walker County,77320,walker county sheriff,651064,TX2360000,Jail Enforcement Model,72480,6000000,(001) Sheriff
2025-05-23 am,TEXAS,Walker County,77320,walker county sheriff,651064,TX2360000,Warrant Service Officer,72480,6000000,(001) Sheriff
2025-05-23 am,TEXAS,Waller County,77445,waller county sheriff,651069,TX2370000,Warrant Service Officer,53126,6702898,(001) Sheriff
2025-05-23 am,TEXAS,Wharton County,77488,wharton county sheriff,651109,TX2410000,Jail Enforcement Model,41619,6200000,(001) Sheriff
2025-05-23 am,TEXAS,Wharton County,77488,wharton county sheriff,651109,TX2410000,Warrant Service Officer,41619,6200000,(001) Sheriff
2025-05-23 am,TEXAS,Wichita County,76307,wichita county sheriff,651127,TX2430000,Warrant Service Officer,132064,13000000,(001) Sheriff
2025-05-23 am,TEXAS,Winkler County,79745,winkler county sheriff,651151,TX2480000,Jail Enforcement Model,7720,2200000,(001) Sheriff
2025-05-23 am,TEXAS,Winkler County,79745,winkler county sheriff,651151,TX2480000,Warrant Service Officer,7720,2200000,(001) Sheriff
2025-05-23 am,TEXAS,Winkler County,79745,winkler county sheriff,651151,TX2480000,Task Force Model,7720,2200000,(001) Sheriff
2025-05-23 am,UTAH,NA,NA,utah of corrections,NA,NA,Warrant Service Officer,NA,NA,NA
2025-05-23 am,UTAH,Washington County,84737,washington county sheriff,632823,UT0270000,Jail Enforcement Model,171700,17720924,(001) Sheriff
2025-05-23 am,UTAH,Washington County,84737,washington county sheriff,632823,UT0270000,Task Force Model,171700,17720924,(001) Sheriff
2025-05-23 am,VIRGINIA,Appomattox County,24522,appomattox county sheriff,632322,VA0060000,Task Force Model,15841,1600000,(001) Sheriff
2025-05-23 am,VIRGINIA,Bedford County,24523,bedford county sheriff,632328,VA0100000,Task Force Model,78747,1112570,(001) Sheriff
2025-05-23 am,VIRGINIA,Buckingham County,23921,buckingham county sheriff,632350,VA0150000,Task Force Model,16999,1970000,(001) Sheriff
2025-05-23 am,VIRGINIA,Campbell County,24588,campbell county sheriff,632354,VA0160000,Task Force Model,54973,5351063,(001) Sheriff
2025-05-23 am,VIRGINIA,Craig County,24127,craig county sheriff,632388,VA0230000,Task Force Model,5064,968572,(001) Sheriff
2025-05-23 am,VIRGINIA,Franklin County,24151,franklin county sheriff,632424,VA0330000,Task Force Model,56195,7668927,(001) Sheriff
2025-05-23 am,VIRGINIA,Grayson County,24348,grayson county sheriff,632441,VA0380000,Task Force Model,15631,2350000,(001) Sheriff
2025-05-23 am,VIRGINIA,Greene County,22973,greene county sheriff,632442,VA0390000,Task Force Model,19779,2867294,(001) Sheriff
2025-05-23 am,VIRGINIA,Loudoun County,20177,loudoun county sheriff,632491,VA0530000,Warrant Service Officer,406850,89359992,(001) Sheriff
2025-05-23 am,VIRGINIA,Mecklenburg County,23917,mecklenburg county sheriff,632506,VA0580000,Task Force Model,30650,4864946,(001) Sheriff
2025-05-23 am,VIRGINIA,Shenandoah County,22664,shenandoah county sheriff,632597,VA0850000,Task Force Model,43497,5787787,(001) Sheriff
2025-05-23 am,VIRGINIA,Smyth County,24354,smyth county sheriff,632600,VA0860000,Task Force Model,30472,3890000,(001) Sheriff
2025-05-23 am,VIRGINIA,NA,NA,southwest virginia regional jail authority,NA,NA,Warrant Service Officer,NA,NA,NA
2025-05-23 am,VIRGINIA,NA,NA,virginia of corrections,NA,NA,Jail Enforcement Model,NA,NA,NA
2025-05-23 am,VIRGINIA,NA,23235,virginia of state police,632652,VAVSP0000,Task Force Model,8517685,300000000,(005) Primary State Police
2025-05-23 am,WEST VIRGINIA,Wood County,26101,wood county sheriff,631285,WV0540000,Task Force Model,84203,3660948,(001) Sheriff
2025-05-23 am,WISCONSIN,Brown County,54311,brown county sheriff,631360,WI0050000,Warrant Service Officer,263378,39849283,(001) Sheriff
2025-05-23 am,WISCONSIN,Fond du Lac County,54935,fond du lac county sheriff,631461,WI0200000,Warrant Service Officer,103066,14000000,(001) Sheriff
2025-05-23 am,WISCONSIN,Manitowoc County,54220,manitowoc county sheriff,631589,WI0360000,Warrant Service Officer,79074,10096352,(001) Sheriff
2025-05-23 am,WISCONSIN,Marquette County,53949,marquette county sheriff,631600,WI0390000,Warrant Service Officer,15434,4385445,(001) Sheriff
2025-05-23 am,WISCONSIN,Outagamie County,54911,outagamie county sheriff,631689,WI0450000,Warrant Service Officer,187365,20647137,(001) Sheriff
2025-05-23 am,WISCONSIN,Sheboygan County,53081,sheboygan county sheriff,631767,WI0600000,Warrant Service Officer,115456,21000000,(001) Sheriff
2025-05-23 am,WISCONSIN,Washington County,53090,washington county sheriff,631851,WI0670000,Warrant Service Officer,135693,18079568,(001) Sheriff
2025-05-23 am,WISCONSIN,Waukesha County,53188,waukesha county sheriff,631857,WI0680000,Jail Enforcement Model,403072,40858960,(001) Sheriff
2025-05-23 am,WISCONSIN,Waukesha County,53188,waukesha county sheriff,631857,WI0680000,Warrant Service Officer,403072,40858960,(001) Sheriff
2025-05-23 am,WISCONSIN,Waupaca County,54981,waupaca county sheriff,631860,WI0690000,Warrant Service Officer,51128,11600000,(001) Sheriff
2025-05-23 am,WISCONSIN,Waushara County,54982,waushara county sheriff,631864,WI0700000,Warrant Service Officer,24263,6002160,(001) Sheriff
2025-05-23 am,WISCONSIN,Winnebago County,54901,winnebago county sheriff,631888,WI0710000,Warrant Service Officer,171020,23666941,(001) Sheriff
2025-05-23 am,WISCONSIN,Wood County,54494,wood county sheriff,631904,WI0720000,Warrant Service Officer,73055,9884393,(001) Sheriff
2025-05-23 am,WYOMING,Campbell County,82718,campbell county sheriff,630926,WY0030000,Warrant Service Officer,46140,16000000,(001) Sheriff
2025-05-23 am,WYOMING,Laramie County,82001,laramie county sheriff,630961,WY0110000,Jail Enforcement Model,98976,20000000,(001) Sheriff
2025-05-23 am,WYOMING,Natrona County,82601,natrona county sheriff,630974,WY0130000,Task Force Model,79115,15580629,(001) Sheriff
2025-05-23 am,WYOMING,Sweetwater County,82901,sweetwater county sheriff,630993,WY0190000,Task Force Model,43051,10000000,(001) Sheriff
2025-05-23 am,WYOMING,Sweetwater County,82901,sweetwater county sheriff,630993,WY0190000,Warrant Service Officer,43051,10000000,(001) Sheriff
2025-05-23 am,WYOMING,Sweetwater County,82901,sweetwater county sheriff,630993,WY0190000,Jail Enforcement Model,43051,10000000,(001) Sheriff
2025-05-23 pm,ALABAMA,Colbert County,36351,colbert county sheriff,630119,AL0200000,Jail Enforcement Model,54762,3500000,(001) Sheriff
2025-05-23 pm,ALABAMA,Colbert County,36351,colbert county sheriff,630119,AL0200000,Warrant Service Officer,54762,3500000,(001) Sheriff
2025-05-23 pm,ALABAMA,Crenshaw County,36049,crenshaw county sheriff,630130,AL0240000,Warrant Service Officer,13824,605910,(001) Sheriff
2025-05-23 pm,ALABAMA,Elmore County,36092,elmore county sheriff,630158,AL0290000,Jail Enforcement Model,81887,6000000,(001) Sheriff
2025-05-23 pm,ALABAMA,Etowah County,35901,etowah county sheriff,630162,AL0310000,Jail Enforcement Model,102501,9846147,(001) Sheriff
2025-05-23 pm,ALABAMA,Franklin County,35653,franklin county sheriff,630180,AL0330000,Warrant Service Officer,31363,3500000,(001) Sheriff
2025-05-23 pm,ALABAMA,Franklin County,35653,franklin county sheriff,630180,AL0330000,Task Force Model,31363,3500000,(001) Sheriff
2025-05-23 pm,ALABAMA,Henry County,36310,henry county sheriff,630225,AL0370000,Jail Enforcement Model,17209,1450000,(001) Sheriff
2025-05-23 pm,ALABAMA,Henry County,36310,henry county sheriff,630225,AL0370000,Warrant Service Officer,17209,1450000,(001) Sheriff
2025-05-23 pm,ALABAMA,Lawrence County,35650,lawrence county sheriff,630260,AL0420000,Jail Enforcement Model,32957,2206480,(001) Sheriff
2025-05-23 pm,ALABAMA,Lawrence County,35650,lawrence county sheriff,630260,AL0420000,Warrant Service Officer,32957,2206480,(001) Sheriff
2025-05-23 pm,ALABAMA,Limestone County,35612,limestone county sheriff,630268,AL0440000,Warrant Service Officer,96174,9898341,(001) Sheriff
2025-05-23 pm,ALABAMA,Pike County,36081,pike county sheriff,630349,AL0550000,Jail Enforcement Model,33338,2000000,(001) Sheriff
2025-05-23 pm,ALASKA,NA,NA,alaska of corrections,NA,NA,Warrant Service Officer,NA,NA,NA
2025-05-23 pm,ALASKA,NA,99615,kodiak police,629978,AK0010500,Warrant Service Officer,5968,7400000,(003) Local Police
2025-05-23 pm,ARIZONA,NA,NA,arizona of corrections,NA,NA,Jail Enforcement Model,NA,NA,NA
2025-05-23 pm,ARIZONA,La Paz County,85344,la paz county sheriff,635278,AZ0150000,Jail Enforcement Model,21098,9041444,(001) Sheriff
2025-05-23 pm,ARIZONA,La Paz County,85344,la paz county sheriff,635278,AZ0150000,Warrant Service Officer,21098,9041444,(001) Sheriff
2025-05-23 pm,ARIZONA,NA,85211,mesa police,635287,AZ0071700,Jail Enforcement Model,508958,185896361,(003) Local Police
2025-05-23 pm,ARIZONA,Navajo County,86025,navajo county sheriff,635291,AZ0090000,Warrant Service Officer,110445,1500000,(001) Sheriff
2025-05-23 pm,ARIZONA,Pinal County,85132,pinal county sheriff,635313,AZ0110000,Jail Enforcement Model,447138,39698101,(001) Sheriff
2025-05-23 pm,ARIZONA,Yavapai County,86301,yavapai county sheriff,635360,AZ0130000,Jail Enforcement Model,231993,38652644,(001) Sheriff
2025-05-23 pm,ARKANSAS,Benton County,72712,benton county sheriff,630518,AR0040000,Jail Enforcement Model,272608,14646867,(001) Sheriff
2025-05-23 pm,ARKANSAS,Craighead County,72401,craighead county sheriff,630599,AR0160000,Jail Enforcement Model,108558,7000000,(001) Sheriff
2025-05-23 pm,COLORADO,Teller County,80814,teller county sheriff,636399,CO0600000,Jail Enforcement Model,25083,3532262,(001) Sheriff
2025-05-23 pm,FLORIDA,Alachua County,32627,alachua county sheriff,636642,FL0010000,Task Force Model,269956,81932399,(001) Sheriff
